asin,itemName,sku,is_fba,kitFlag,channel_name,quantity
B00C2EBW4K,AG-KC1540-G37C,AG-KC1540-G37C-FBA,TRUE,FALSE,Amazon US,0
B002H0D3RS,AG-KC1540-ATL,AG-KC1540-ATL,FALSE,FALSE,Amazon US,1
B002H0D3RS,AG-KC1540-ATL,AG-KC1540-ATL-FBA,TRUE,FALSE,Amazon US,1
B00A93RMIG,AG-KC1540-ATL,CBS-KC1540-ATL,FALSE,FALSE,Amazon US,1
B009PQZ75S,AG-KC1542-RAM,AG-KC1542-RAM,FALSE,FALSE,Amazon US,8
B009PQZ75S,AG-KC1542-RAM,AG-KC1542-RAM-FBA,TRUE,FALSE,Amazon US,8
B00O4GD328,AG-KC1542-RAM,CBS-KC1542-RAM-FBA,TRUE,FALSE,Amazon US,8
B007R51WSA,AG-KC1542-NSM,AG-KC1542-NSM,FALSE,FALSE,Amazon US,0
B007R51WSA,AG-KC1542-NSM,AG-KC1542-NSM-FBA,TRUE,FALSE,Amazon US,0
B004CN35PS,AG-KC1540-ARM,AG-KC1540-ARM,FALSE,FALSE,Amazon US,1
B004CN35PS,AG-KC1540-ARM,AG-KC1540-ARM-FBA,TRUE,FALSE,Amazon US,1
B001GMYRKU,AG-KC1540-ALT,AG-KC1540-ALT,TRUE,FALSE,Amazon US,0
B001GMYRKU,AG-KC1540-ALT,AG-KC1540-ALT-FBA,TRUE,FALSE,Amazon US,0
B00BN43RBG,AG-KC1540-ALT,CBS-KC1540-ALT,FALSE,FALSE,Amazon US,0
B004CMZOIU,AG-KC1540-ARL,AG-KC1540-ARL,FALSE,FALSE,Amazon US,4
B004CMZOIU,AG-KC1540-ARL,AG-KC1540-ARL-FBA,TRUE,FALSE,Amazon US,4
B00FFDKKCK,AG-KC1542-MZ6,AG-KC1542-MZ6,FALSE,FALSE,Amazon US,3
B00FFDKKCK,AG-KC1542-MZ6,AG-KC1542-MZ6-FBA,TRUE,FALSE,Amazon US,3
B00OYJSQ2W,AG-KC1545-ACC,AG-KC1545-ACC-FBA,TRUE,FALSE,Amazon US,0
B00OYJSQ2W,AG-KC1545-ACC,AG-KC1545-ACC,FALSE,FALSE,Amazon US,0
B004EB5HB8,AG-KC1540-COM,AG-KC1540-COM,FALSE,FALSE,Amazon US,1
B004EB5HB8,AG-KC1540-COM,AG-KC1540-COM-FBA,TRUE,FALSE,Amazon US,1
B00OYJWO66,AG-KC1545-CIV,AG-KC1545-CIV-FBA,TRUE,FALSE,Amazon US,3
B00OYJWO66,AG-KC1545-CIV,AG-KC1545-CIV,FALSE,FALSE,Amazon US,3
B00449535K,AG-KC1540-COV4,AG-KC1540-COV4,FALSE,FALSE,Amazon US,0
B00449535K,AG-KC1540-COV4,AG-KC1540-COV4-FBA,TRUE,FALSE,Amazon US,0
B004Q6ZXIS,AG-KC1540-CMRSS,AG-KC1540-CMRSS,FALSE,FALSE,Amazon US,0
B00BN43T6Y,AG-KC1540-CMRSS,CBS-KC1540-CMRSS,FALSE,FALSE,Amazon US,0
B004Q6ZXIS,AG-KC1540-CMRSS,AG-KC1540-CMRSS-FBA,FALSE,FALSE,Amazon US,0
